ID,type,typeNum,region,regionNum,province,provinceNum,district,postalCode,localityType,bedroomCount,netHabitableSurface,condition,conditionNum,bathroomCount,showerRoomCount,toiletCount,hasLift,fireplaceExists,hasSwimmingPool,hasAirConditioning,hasGarden,gardenSurface,hasTerrace,terraceSurface,price
10617046,APARTMENT,2,Flanders,2,West Flanders,6,Oostend,8420,4,3.0,134.0,AS_NEW,1,0.0,0.0,2.0,1,0,0,0,0,0.0,1,0.0,1140000.0
10617080,APARTMENT,2,Flanders,2,West Flanders,6,Oostend,8400,3,2.0,80.0,UNKNOWN,0,1.0,0.0,0.0,1,0,0,0,0,0.0,1,0.0,249000.0
10617086,APARTMENT,2,Brussels,1,Brussels,1,Brussels,1180,4,3.0,200.0,UNKNOWN,0,2.0,0.0,2.0,1,1,0,0,0,0.0,1,73.0,1590000.0
10617087,APARTMENT,2,Brussels,1,Brussels,1,Brussels,1180,4,3.0,300.0,UNKNOWN,0,2.0,0.0,4.0,1,1,1,0,1,860.0,1,56.0,2350000.0
10617085,APARTMENT,2,Brussels,1,Brussels,1,Brussels,1180,4,3.0,196.0,UNKNOWN,0,2.0,0.0,3.0,1,1,0,0,1,40.0,1,65.0,1490000.0
10617158,APARTMENT,2,Flanders,2,Antwerp,2,Antwerp,2170,4,2.0,87.0,TO_RENOVATE,5,1.0,0.0,0.0,1,0,0,0,0,0.0,1,6.0,195000.0
10355016,APARTMENT,2,Brussels,1,Brussels,1,Brussels,1180,4,2.0,100.0,GOOD,3,1.0,0.0,1.0,1,0,0,0,0,0.0,1,9.0,330000.0
10617169,APARTMENT,2,Wallonie,3,Liège,8,Liège,4681,4,2.0,112.0,UNKNOWN,0,1.0,0.0,1.0,0,0,0,0,0,0.0,1,12.0,335000.0
10617224,APARTMENT,2,Wallonie,3,Liège,8,Liège,4000,1,2.0,100.0,AS_NEW,1,1.0,1.0,1.0,1,0,0,0,0,0.0,1,6.0,229000.0
10617170,APARTMENT,2,Brussels,1,Brussels,1,Brussels,1082,2,1.0,45.0,UNKNOWN,0,0.0,1.0,1.0,0,0,0,0,0,0.0,1,20.0,159000.0
10617185,APARTMENT,2,Brussels,1,Brussels,1,Brussels,1060,2,2.0,95.0,TO_BE_DONE_UP,4,1.0,0.0,1.0,0,0,0,0,0,0.0,1,6.0,310000.0
10617222,APARTMENT,2,Brussels,1,Brussels,1,Brussels,1000,1,2.0,117.0,AS_NEW,1,2.0,0.0,1.0,1,0,0,0,0,0.0,1,5.0,399000.0
10617204,HOUSE,1,Flanders,2,Antwerp,2,Antwerp,2850,4,4.0,180.0,AS_NEW,1,1.0,0.0,0.0,0,0,0,0,0,0.0,1,0.0,225000.0
10617238,APARTMENT,2,Brussels,1,Brussels,1,Brussels,1210,4,2.0,179.0,TO_RENOVATE,5,1.0,2.0,2.0,0,0,0,0,0,0.0,0,0.0,389000.0
10617239,APARTMENT,2,Brussels,1,Brussels,1,Brussels,1210,4,2.0,167.0,TO_RENOVATE,5,1.0,1.0,2.0,0,0,0,0,0,0.0,0,0.0,349000.0
10617248,APARTMENT,2,Flanders,2,Antwerp,2,Turnhout,2430,4,4.0,192.0,JUST_RENOVATED,2,1.0,0.0,0.0,0,0,0,0,0,0.0,1,15.0,250000.0
10617250,APARTMENT,2,Flanders,2,East Flanders,3,Sint-Niklaas,9100,3,3.0,90.0,GOOD,3,1.0,0.0,0.0,1,0,0,0,0,0.0,1,0.0,179000.0
10617276,APARTMENT,2,Flanders,2,Antwerp,2,Mechelen,2580,4,2.0,78.0,AS_NEW,1,1.0,1.0,1.0,1,0,0,0,0,0.0,1,18.0,365500.0
10617282,APARTMENT,2,Wallonie,3,Walloon Brabant,11,Nivelles,1400,3,1.0,63.0,AS_NEW,1,1.0,1.0,1.0,1,0,0,0,0,0.0,1,36.0,250000.0
10617277,APARTMENT,2,Flanders,2,Antwerp,2,Mechelen,2580,4,3.0,127.0,AS_NEW,1,1.0,1.0,1.0,1,0,0,0,0,0.0,1,18.0,409820.0
10617274,HOUSE,1,Flanders,2,Antwerp,2,Turnhout,2350,4,3.0,148.0,TO_RENOVATE,5,1.0,0.0,1.0,0,0,0,0,0,0.0,0,0.0,180000.0
10617278,APARTMENT,2,Flanders,2,Antwerp,2,Mechelen,2580,4,2.0,88.0,AS_NEW,1,1.0,1.0,1.0,1,0,0,0,0,0.0,1,26.0,387040.0
10617311,APARTMENT,2,Brussels,1,Brussels,1,Brussels,1060,2,2.0,91.0,TO_RENOVATE,5,1.0,0.0,2.0,0,0,0,0,0,0.0,1,10.0,335000.0
10617299,APARTMENT,2,Brussels,1,Brussels,1,Brussels,1080,2,2.0,87.0,GOOD,3,1.0,0.0,1.0,1,0,0,0,0,0.0,1,3.0,260000.0
10617330,APARTMENT,2,Flanders,2,Antwerp,2,Antwerp,2180,4,2.0,63.0,GOOD,3,1.0,0.0,1.0,0,0,0,0,0,0.0,1,4.0,209000.0
10617358,APARTMENT,2,Brussels,1,Brussels,1,Brussels,1200,3,4.0,230.0,UNKNOWN,0,3.0,0.0,3.0,0,1,0,0,0,0.0,0,0.0,510000.0
10617394,APARTMENT,2,Brussels,1,Brussels,1,Brussels,1180,4,2.0,97.0,UNKNOWN,0,0.0,1.0,1.0,0,0,0,0,0,0.0,1,15.0,370000.0
10617404,APARTMENT,2,Wallonie,3,Walloon Brabant,11,Nivelles,1370,4,2.0,80.0,GOOD,3,1.0,0.0,1.0,1,0,0,0,0,0.0,0,0.0,185000.0
10617389,APARTMENT,2,Flanders,2,Flemish Brabant,4,Halle-Vilvoorde,1640,4,3.0,115.0,UNKNOWN,0,1.0,0.0,1.0,0,0,0,0,0,0.0,0,0.0,265000.0
10617456,APARTMENT,2,Brussels,1,Brussels,1,Brussels,1050,2,3.0,200.0,GOOD,3,3.0,0.0,0.0,1,1,0,0,0,0.0,0,0.0,825000.0
10617472,APARTMENT,2,Wallonie,3,Walloon Brabant,11,Nivelles,1325,4,2.0,87.0,AS_NEW,1,0.0,1.0,1.0,0,0,0,0,0,0.0,0,0.0,230000.0
