ID,type,typeNum,region,regionNum,province,provinceNum,district,postalCode,localityType,bedroomCount,netHabitableSurface,condition,conditionNum,bathroomCount,showerRoomCount,toiletCount,hasLift,fireplaceExists,hasSwimmingPool,hasAirConditioning,hasGarden,gardenSurface,hasTerrace,terraceSurface,price
10644194,APARTMENT,2,Flanders,2,East Flanders,3,Gent,9000,1,3.0,115.0,AS_NEW,1,1.0,0.0,2.0,1,0,0,0,0,0.0,1,12.0,439000.0
10644201,APARTMENT,2,Flanders,2,West Flanders,6,Ieper,8970,4,2.0,121.0,AS_NEW,1,0.0,0.0,3.0,0,0,0,0,1,0.0,1,8.0,215000.0
10644185,APARTMENT,2,Flanders,2,West Flanders,6,Oostend,8434,4,1.0,33.0,UNKNOWN,0,1.0,0.0,0.0,1,0,0,0,0,0.0,0,0.0,120000.0
10644207,HOUSE,1,Flanders,2,West Flanders,6,Veurne,8630,4,2.0,117.0,TO_BE_DONE_UP,4,1.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,184000.0
10644211,APARTMENT,2,Brussels,1,Brussels,1,Brussels,1150,4,2.0,158.0,AS_NEW,1,1.0,1.0,2.0,0,0,0,0,0,0.0,0,0.0,395000.0
10644241,APARTMENT,2,Flanders,2,West Flanders,6,Oostend,8400,3,2.0,70.0,TO_BE_DONE_UP,4,1.0,0.0,1.0,1,0,0,0,0,0.0,1,2.0,157500.0
10644251,APARTMENT,2,Brussels,1,Brussels,1,Brussels,1190,4,2.0,86.0,AS_NEW,1,1.0,0.0,1.0,1,0,0,0,0,0.0,1,6.0,315000.0
10644274,APARTMENT,2,Flanders,2,East Flanders,3,Gent,9000,1,3.0,99.0,UNKNOWN,0,1.0,0.0,1.0,0,1,0,0,0,0.0,0,0.0,180000.0
10644273,APARTMENT,2,Flanders,2,East Flanders,3,Gent,9000,1,1.0,40.0,UNKNOWN,0,1.0,0.0,1.0,0,1,0,0,0,0.0,1,10.0,185000.0
10644293,APARTMENT,2,Flanders,2,West Flanders,6,Brugge,8370,4,2.0,86.0,AS_NEW,1,0.0,0.0,1.0,0,0,0,0,0,0.0,0,0.0,149000.0
10644279,APARTMENT,2,Flanders,2,Antwerp,2,Antwerp,2000,1,3.0,378.0,AS_NEW,1,2.0,0.0,0.0,1,0,0,0,0,0.0,1,165.0,3155000.0
10644334,APARTMENT,2,Flanders,2,West Flanders,6,Kortrijk,8790,4,2.0,111.0,GOOD,3,1.0,0.0,0.0,1,0,0,0,0,0.0,0,0.0,365000.0
10644374,APARTMENT,2,Wallonie,3,Walloon Brabant,11,Nivelles,1420,4,3.0,135.0,UNKNOWN,0,1.0,0.0,1.0,0,0,0,0,0,0.0,1,3.0,365000.0
10644377,APARTMENT,2,Brussels,1,Brussels,1,Brussels,1040,2,2.0,82.0,GOOD,3,1.0,0.0,1.0,1,0,0,0,0,0.0,0,0.0,350000.0
10644406,APARTMENT,2,Flanders,2,Flemish Brabant,4,Leuven,3001,1,2.0,86.0,JUST_RENOVATED,2,1.0,1.0,1.0,1,0,0,0,0,0.0,1,9.0,347000.0
10644397,APARTMENT,2,Flanders,2,West Flanders,6,Oostend,8400,3,1.0,30.0,GOOD,3,0.0,0.0,1.0,1,0,0,0,0,0.0,0,0.0,99000.0
10644402,APARTMENT,2,Brussels,1,Brussels,1,Brussels,1180,4,2.0,90.0,TO_RENOVATE,5,1.0,1.0,1.0,1,0,0,0,0,0.0,1,1.0,249000.0
10644405,APARTMENT,2,Wallonie,3,Hainaut,7,Soignies,7100,3,2.0,102.0,UNKNOWN,0,1.0,1.0,1.0,0,0,0,0,0,0.0,0,0.0,179000.0
10644439,APARTMENT,2,Flanders,2,Antwerp,2,Antwerp,2000,1,4.0,205.0,UNKNOWN,0,1.0,0.0,2.0,1,0,0,0,0,0.0,1,12.0,720000.0
10644444,HOUSE,1,Brussels,1,Brussels,1,Brussels,1050,2,2.0,120.0,UNKNOWN,0,1.0,0.0,2.0,0,1,0,0,0,0.0,0,0.0,530000.0
10644435,APARTMENT,2,Flanders,2,West Flanders,6,Oostend,8420,4,3.0,144.0,AS_NEW,1,0.0,0.0,1.0,1,0,0,0,0,0.0,0,0.0,485000.0
10644438,APARTMENT,2,Flanders,2,Antwerp,2,Turnhout,2200,3,2.0,117.0,GOOD,3,1.0,0.0,1.0,0,1,0,0,0,0.0,1,0.0,240000.0
10644445,APARTMENT,2,Brussels,1,Brussels,1,Brussels,1080,2,2.0,121.0,UNKNOWN,0,1.0,1.0,1.0,1,1,0,0,0,0.0,1,14.0,520000.0
10644446,APARTMENT,2,Brussels,1,Brussels,1,Brussels,1000,1,2.0,121.0,UNKNOWN,0,1.0,1.0,1.0,1,1,0,0,0,0.0,1,14.0,520000.0
10644451,APARTMENT,2,Wallonie,3,Walloon Brabant,11,Nivelles,1348,4,2.0,90.0,GOOD,3,1.0,0.0,1.0,0,0,0,0,0,0.0,0,0.0,390000.0
10644455,APARTMENT,2,Flanders,2,Flemish Brabant,4,Halle-Vilvoorde,1500,3,2.0,111.0,GOOD,3,1.0,0.0,3.0,0,0,0,0,0,0.0,1,0.0,295000.0
10644456,APARTMENT,2,Flanders,2,Flemish Brabant,4,Halle-Vilvoorde,1500,3,3.0,122.0,GOOD,3,1.0,0.0,2.0,1,0,0,0,0,0.0,1,0.0,299000.0
10644457,APARTMENT,2,Flanders,2,Flemish Brabant,4,Halle-Vilvoorde,1600,3,2.0,86.0,GOOD,3,1.0,1.0,1.0,0,0,0,0,0,0.0,1,0.0,275000.0
10644465,APARTMENT,2,Flanders,2,West Flanders,6,Brugge,8300,3,2.0,81.0,GOOD,3,2.0,0.0,0.0,0,0,0,0,0,0.0,1,0.0,1995000.0
10644493,APARTMENT,2,Brussels,1,Brussels,1,Brussels,1050,2,3.0,238.0,JUST_RENOVATED,2,3.0,3.0,3.0,1,0,0,0,0,0.0,1,22.0,1595000.0
10644460,APARTMENT,2,Brussels,1,Brussels,1,Brussels,1180,4,4.0,320.0,TO_BE_DONE_UP,4,2.0,2.0,4.0,1,1,0,0,0,0.0,1,0.0,2350000.0
10644502,APARTMENT,2,Flanders,2,West Flanders,6,Oostend,8434,4,2.0,94.0,AS_NEW,1,0.0,0.0,1.0,0,0,0,0,0,0.0,0,0.0,265000.0
10644506,APARTMENT,2,Brussels,1,Brussels,1,Brussels,1190,4,1.0,70.0,GOOD,3,1.0,0.0,1.0,0,0,0,0,0,0.0,1,2.0,200000.0
10644527,APARTMENT,2,Flanders,2,West Flanders,6,Kortrijk,8930,4,2.0,80.0,GOOD,3,0.0,0.0,1.0,0,0,0,0,0,0.0,0,0.0,195000.0
10644547,APARTMENT,2,Flanders,2,West Flanders,6,Veurne,8630,4,1.0,85.0,GOOD,3,1.0,0.0,1.0,1,0,0,0,0,0.0,1,6.0,280000.0
10382397,APARTMENT,2,Wallonie,3,Liège,8,Verviers,4845,4,2.0,109.0,GOOD,3,1.0,1.0,1.0,1,0,0,0,1,1300.0,1,10.0,319000.0
10644536,APARTMENT,2,Wallonie,3,Walloon Brabant,11,Nivelles,1370,4,3.0,141.0,GOOD,3,2.0,2.0,3.0,0,0,0,0,0,0.0,0,0.0,229000.0
10644553,APARTMENT,2,Flanders,2,West Flanders,6,Veurne,8660,4,2.0,56.0,AS_NEW,1,1.0,0.0,1.0,1,0,0,0,0,0.0,1,4.0,279000.0
10644561,APARTMENT,2,Flanders,2,Antwerp,2,Antwerp,2910,4,1.0,83.0,GOOD,3,1.0,0.0,1.0,1,1,0,0,1,60.0,1,0.0,229000.0
10644570,APARTMENT,2,Wallonie,3,Hainaut,7,Ath,7800,3,2.0,93.0,UNKNOWN,0,1.0,0.0,1.0,1,1,0,0,0,0.0,1,6.0,203000.0
10644571,APARTMENT,2,Wallonie,3,Hainaut,7,Ath,7800,3,2.0,127.0,UNKNOWN,0,1.0,1.0,2.0,1,1,0,0,0,0.0,1,8.0,303000.0
10644566,APARTMENT,2,Flanders,2,Antwerp,2,Antwerp,2140,4,2.0,72.0,TO_BE_DONE_UP,4,1.0,0.0,1.0,1,1,0,0,0,0.0,1,6.0,164000.0
10644572,APARTMENT,2,Wallonie,3,Hainaut,7,Ath,7800,3,2.0,127.0,UNKNOWN,0,1.0,1.0,2.0,1,1,0,0,0,0.0,1,10.0,312000.0
10513531,APARTMENT,2,Flanders,2,West Flanders,6,Oostend,8400,3,3.0,170.0,UNKNOWN,0,1.0,0.0,2.0,0,0,0,0,0,0.0,1,0.0,770000.0
10644594,APARTMENT,2,Flanders,2,East Flanders,3,Dendermonde,9200,3,3.0,95.0,JUST_RENOVATED,2,1.0,0.0,1.0,1,1,0,0,0,0.0,1,0.0,328000.0
10644593,APARTMENT,2,Flanders,2,Antwerp,2,Antwerp,2070,2,3.0,136.0,AS_NEW,1,1.0,0.0,2.0,1,1,0,0,0,0.0,1,11.0,348000.0
10644596,APARTMENT,2,Flanders,2,East Flanders,3,Gent,9000,1,3.0,167.0,JUST_RENOVATED,2,2.0,0.0,2.0,1,1,0,0,0,0.0,1,5.0,450000.0
10644614,APARTMENT,2,Brussels,1,Brussels,1,Brussels,1030,2,2.0,82.0,UNKNOWN,0,1.0,1.0,2.0,1,0,0,0,0,0.0,0,0.0,245000.0
10644618,APARTMENT,2,Flanders,2,Antwerp,2,Mechelen,2830,4,2.0,97.0,UNKNOWN,0,1.0,0.0,1.0,0,1,0,0,1,30.0,1,22.0,283000.0
10644629,APARTMENT,2,Flanders,2,Antwerp,2,Mechelen,2830,4,2.0,105.0,UNKNOWN,0,1.0,0.0,1.0,1,1,0,0,0,0.0,1,65.0,344000.0
10644619,APARTMENT,2,Flanders,2,Antwerp,2,Mechelen,2830,4,2.0,91.0,UNKNOWN,0,1.0,0.0,1.0,0,1,0,0,1,28.0,1,21.0,264000.0
10644714,APARTMENT,2,Flanders,2,West Flanders,6,Veurne,8660,4,3.0,96.0,GOOD,3,1.0,0.0,2.0,0,1,0,0,0,0.0,1,20.0,270000.0
10644710,APARTMENT,2,Flanders,2,Limburg,5,Hasselt,3500,3,1.0,63.0,AS_NEW,1,1.0,0.0,1.0,1,1,0,0,0,0.0,1,0.0,245000.0
10644718,APARTMENT,2,Brussels,1,Brussels,1,Brussels,1070,2,1.0,55.0,GOOD,3,0.0,1.0,1.0,0,1,0,0,0,0.0,0,0.0,169000.0
10644720,APARTMENT,2,Brussels,1,Brussels,1,Brussels,1070,2,1.0,55.0,GOOD,3,0.0,1.0,1.0,0,1,0,0,0,0.0,0,0.0,155000.0
10513642,APARTMENT,2,Flanders,2,Antwerp,2,Mechelen,2500,3,2.0,107.0,AS_NEW,1,1.0,0.0,1.0,0,0,0,0,0,0.0,1,12.0,275000.0
10644719,APARTMENT,2,Brussels,1,Brussels,1,Brussels,1083,2,2.0,85.0,GOOD,3,1.0,0.0,1.0,1,1,0,0,0,0.0,1,16.0,199000.0
10644721,APARTMENT,2,Flanders,2,Antwerp,2,Antwerp,2600,3,2.0,83.0,TO_BE_DONE_UP,4,0.0,1.0,1.0,0,1,0,0,1,91.0,1,0.0,274000.0
10644736,APARTMENT,2,Brussels,1,Brussels,1,Brussels,1180,4,3.0,105.0,AS_NEW,1,1.0,1.0,2.0,1,1,0,0,0,0.0,1,16.0,440000.0
10644735,APARTMENT,2,Brussels,1,Brussels,1,Brussels,1180,4,2.0,95.0,GOOD,3,1.0,0.0,1.0,1,1,0,0,0,0.0,0,0.0,350000.0
10644722,APARTMENT,2,Flanders,2,Antwerp,2,Antwerp,2600,3,2.0,83.0,TO_BE_DONE_UP,4,0.0,1.0,1.0,0,1,0,0,1,91.0,1,0.0,274000.0
10644732,APARTMENT,2,Flanders,2,Antwerp,2,Antwerp,2000,1,2.0,108.0,UNKNOWN,0,2.0,0.0,2.0,0,1,0,0,0,0.0,0,0.0,398000.0
10644758,APARTMENT,2,Flanders,2,East Flanders,3,Gent,9000,1,3.0,163.0,UNKNOWN,0,2.0,0.0,2.0,1,0,0,0,1,12.0,1,12.0,1075000.0
10644761,APARTMENT,2,Flanders,2,West Flanders,6,Oostend,8400,3,2.0,105.0,AS_NEW,1,0.0,0.0,1.0,1,0,0,0,0,0.0,1,0.0,360000.0
10644777,APARTMENT,2,Flanders,2,Limburg,5,Hasselt,3800,3,3.0,94.0,GOOD,3,1.0,0.0,0.0,0,1,0,0,0,0.0,0,0.0,255000.0
10644773,APARTMENT,2,Flanders,2,West Flanders,6,Oostend,8400,3,2.0,82.0,TO_RENOVATE,5,1.0,0.0,1.0,0,0,0,0,0,0.0,1,0.0,149000.0
10644785,APARTMENT,2,Flanders,2,Limburg,5,Hasselt,3500,3,1.0,50.0,GOOD,3,1.0,0.0,1.0,1,0,0,0,0,0.0,0,0.0,210000.0
10644804,APARTMENT,2,Flanders,2,East Flanders,3,Sint-Niklaas,9160,4,2.0,103.0,TO_BE_DONE_UP,4,1.0,0.0,1.0,1,0,0,0,0,0.0,0,0.0,284000.0
10644799,APARTMENT,2,Flanders,2,East Flanders,3,Gent,9000,1,1.0,83.0,UNKNOWN,0,1.0,0.0,1.0,0,0,0,0,0,0.0,0,0.0,315000.0
10644816,APARTMENT,2,Wallonie,3,Namur,10,Namur,5000,1,2.0,74.0,UNKNOWN,0,0.0,1.0,1.0,1,1,0,0,0,0.0,1,4.0,230000.0
10644826,APARTMENT,2,Wallonie,3,Namur,10,Namur,5000,1,1.0,55.0,UNKNOWN,0,1.0,0.0,1.0,0,1,0,0,0,0.0,0,0.0,157000.0
10644817,APARTMENT,2,Flanders,2,West Flanders,6,Oostend,8430,4,3.0,150.0,AS_NEW,1,2.0,2.0,2.0,1,0,0,0,0,0.0,1,126.0,750000.0
10644819,APARTMENT,2,Brussels,1,Brussels,1,Brussels,1040,2,2.0,119.0,AS_NEW,1,1.0,0.0,2.0,1,1,0,0,0,0.0,1,30.0,449000.0
10644831,APARTMENT,2,Flanders,2,Antwerp,2,Mechelen,2800,3,4.0,333.0,TO_RENOVATE,5,0.0,0.0,0.0,0,1,0,0,0,0.0,0,0.0,549000.0
10644870,APARTMENT,2,Flanders,2,Antwerp,2,Antwerp,2000,1,2.0,160.0,AS_NEW,1,1.0,0.0,2.0,0,0,0,0,0,0.0,1,51.0,735000.0
10644855,APARTMENT,2,Brussels,1,Brussels,1,Brussels,1040,2,2.0,146.0,JUST_RENOVATED,2,2.0,2.0,2.0,1,1,0,0,0,0.0,1,10.0,695000.0
10644863,APARTMENT,2,Flanders,2,Antwerp,2,Antwerp,2100,3,2.0,92.0,JUST_RENOVATED,2,1.0,0.0,1.0,0,1,0,0,0,0.0,1,3.0,229000.0
10644864,APARTMENT,2,Flanders,2,Antwerp,2,Antwerp,2100,3,2.0,92.0,JUST_RENOVATED,2,1.0,0.0,1.0,0,1,0,0,0,0.0,1,3.0,236000.0
10644871,APARTMENT,2,Flanders,2,Antwerp,2,Antwerp,2660,4,2.0,86.0,GOOD,3,1.0,0.0,1.0,1,1,0,0,0,0.0,1,0.0,175000.0
10644893,APARTMENT,2,Wallonie,3,Namur,10,Namur,5000,1,1.0,28.0,JUST_RENOVATED,2,0.0,0.0,0.0,1,1,0,0,1,0.0,0,0.0,149000.0
10644896,APARTMENT,2,Flanders,2,Limburg,5,Hasselt,3600,3,2.0,111.0,AS_NEW,1,1.0,0.0,1.0,1,0,0,0,0,0.0,1,18.0,389000.0
10644915,APARTMENT,2,Flanders,2,Antwerp,2,Turnhout,2340,4,2.0,119.0,AS_NEW,1,1.0,1.0,1.0,1,0,0,0,1,0.0,1,25.0,306000.0
10644927,APARTMENT,2,Flanders,2,West Flanders,6,Tielt,8780,4,2.0,116.0,AS_NEW,1,1.0,0.0,1.0,0,0,0,0,0,0.0,1,0.0,220000.0
10644932,APARTMENT,2,Flanders,2,East Flanders,3,Aalst,9420,4,2.0,101.0,UNKNOWN,0,1.0,0.0,1.0,1,0,0,0,1,308.0,1,13.0,349000.0
10644916,APARTMENT,2,Brussels,1,Brussels,1,Brussels,1083,2,2.0,90.0,GOOD,3,1.0,0.0,1.0,1,0,0,0,1,25.0,0,0.0,269000.0
10644918,APARTMENT,2,Brussels,1,Brussels,1,Brussels,1200,3,3.0,97.0,GOOD,3,1.0,0.0,1.0,1,0,0,0,0,0.0,1,2.0,360000.0
10382789,APARTMENT,2,Flanders,2,West Flanders,6,Oostend,8420,4,2.0,70.0,JUST_RENOVATED,2,1.0,0.0,1.0,1,0,0,0,0,0.0,1,0.0,265000.0
10644934,APARTMENT,2,Flanders,2,East Flanders,3,Gent,9030,2,3.0,135.0,UNKNOWN,0,1.0,0.0,0.0,1,0,0,0,0,0.0,1,0.0,445000.0
10644942,APARTMENT,2,Flanders,2,East Flanders,3,Gent,9820,4,1.0,58.0,AS_NEW,1,1.0,0.0,1.0,1,0,0,0,1,0.0,1,0.0,235000.0
10644977,APARTMENT,2,Flanders,2,Antwerp,2,Mechelen,2870,4,3.0,119.0,AS_NEW,1,1.0,0.0,1.0,1,0,0,0,0,0.0,1,0.0,384000.0
10644976,APARTMENT,2,Brussels,1,Brussels,1,Brussels,1030,2,3.0,117.0,GOOD,3,1.0,0.0,1.0,1,1,0,0,1,117.0,0,0.0,425000.0
10644978,APARTMENT,2,Flanders,2,Antwerp,2,Mechelen,2870,4,3.0,119.0,AS_NEW,1,1.0,0.0,1.0,1,0,0,0,0,0.0,1,0.0,372000.0
10644981,APARTMENT,2,Flanders,2,Antwerp,2,Mechelen,2870,4,2.0,119.0,AS_NEW,1,1.0,0.0,1.0,1,0,0,0,0,0.0,1,0.0,387000.0
10644980,APARTMENT,2,Flanders,2,Antwerp,2,Mechelen,2870,4,2.0,112.0,AS_NEW,1,1.0,0.0,1.0,1,0,0,0,0,0.0,1,0.0,346000.0
10644983,APARTMENT,2,Flanders,2,Antwerp,2,Mechelen,2870,4,2.0,113.0,AS_NEW,1,1.0,0.0,1.0,1,0,0,0,0,0.0,1,0.0,362000.0
10644992,APARTMENT,2,Flanders,2,East Flanders,3,Aalst,9300,3,2.0,89.0,AS_NEW,1,1.0,0.0,1.0,0,0,0,0,0,0.0,0,0.0,225000.0
10644996,APARTMENT,2,Wallonie,3,Namur,10,Dinant,5530,4,1.0,36.0,AS_NEW,1,1.0,0.0,1.0,0,0,0,0,0,0.0,0,0.0,70000.0
10644984,APARTMENT,2,Flanders,2,Antwerp,2,Mechelen,2870,4,2.0,124.0,AS_NEW,1,1.0,0.0,1.0,1,0,0,0,0,0.0,1,0.0,384000.0
10644999,APARTMENT,2,Flanders,2,West Flanders,6,Oostend,8430,4,2.0,99.0,UNKNOWN,0,2.0,0.0,1.0,1,0,0,0,0,0.0,1,0.0,249000.0
10513947,HOUSE,1,Wallonie,3,Liège,8,Liège,4101,3,2.0,157.0,GOOD,3,1.0,0.0,2.0,0,0,0,0,0,0.0,1,0.0,199000.0
10645069,APARTMENT,2,Flanders,2,East Flanders,3,Gent,9000,1,2.0,103.0,AS_NEW,1,1.0,0.0,1.0,1,0,0,0,1,0.0,1,31.0,490000.0
10645070,APARTMENT,2,Flanders,2,West Flanders,6,Roeselare,8880,4,1.0,77.0,AS_NEW,1,1.0,0.0,0.0,0,0,0,0,0,0.0,1,0.0,195000.0
10645090,APARTMENT,2,Wallonie,3,Hainaut,7,Soignies,7850,4,2.0,97.0,UNKNOWN,0,1.0,0.0,2.0,0,0,0,0,0,0.0,1,10.0,235000.0
10645094,APARTMENT,2,Flanders,2,West Flanders,6,Brugge,8370,4,2.0,86.0,AS_NEW,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,249000.0
10645092,APARTMENT,2,Flanders,2,West Flanders,6,Brugge,8370,4,2.0,86.0,AS_NEW,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,259000.0
10645091,APARTMENT,2,Flanders,2,West Flanders,6,Brugge,8370,4,2.0,86.0,AS_NEW,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,229000.0
10645095,APARTMENT,2,Wallonie,3,Hainaut,7,Soignies,7060,2,3.0,111.0,UNKNOWN,0,0.0,2.0,1.0,0,0,0,0,0,0.0,1,30.0,285000.0
10645101,APARTMENT,2,Flanders,2,West Flanders,6,Roeselare,8800,3,2.0,101.0,UNKNOWN,0,1.0,0.0,1.0,1,0,0,0,0,0.0,1,6.0,245000.0
10645135,APARTMENT,2,Brussels,1,Brussels,1,Brussels,1000,1,2.0,95.0,UNKNOWN,0,2.0,0.0,2.0,0,0,0,0,0,0.0,0,0.0,350000.0
10645129,APARTMENT,2,Brussels,1,Brussels,1,Brussels,1082,2,2.0,92.0,GOOD,3,1.0,0.0,1.0,0,0,0,0,0,0.0,0,0.0,249000.0
10645102,APARTMENT,2,Flanders,2,West Flanders,6,Roeselare,8800,3,2.0,110.0,UNKNOWN,0,1.0,0.0,2.0,1,0,0,0,0,0.0,1,18.0,250000.0
10645103,APARTMENT,2,Flanders,2,West Flanders,6,Roeselare,8800,3,2.0,104.0,UNKNOWN,0,1.0,0.0,1.0,1,0,0,0,0,0.0,1,17.0,230000.0
10645139,APARTMENT,2,Flanders,2,West Flanders,6,Brugge,8370,4,2.0,70.0,GOOD,3,1.0,0.0,1.0,1,1,0,0,0,0.0,1,0.0,275000.0
10645137,APARTMENT,2,Flanders,2,East Flanders,3,Gent,9051,2,2.0,89.0,AS_NEW,1,1.0,1.0,1.0,1,0,0,0,1,0.0,1,27.0,415000.0
10645142,APARTMENT,2,Wallonie,3,Walloon Brabant,11,Nivelles,1420,4,3.0,197.0,UNKNOWN,0,2.0,0.0,0.0,0,0,0,0,0,0.0,1,28.0,498000.0
10645160,APARTMENT,2,Flanders,2,East Flanders,3,Gent,9000,1,3.0,165.0,UNKNOWN,0,1.0,0.0,0.0,1,0,0,0,0,0.0,1,0.0,525000.0
10645186,HOUSE,1,Flanders,2,West Flanders,6,Diksmuide,8650,4,5.0,253.0,JUST_RENOVATED,2,1.0,0.0,1.0,0,0,0,0,1,0.0,1,0.0,419000.0
10645178,APARTMENT,2,Flanders,2,East Flanders,3,Gent,9080,2,2.0,110.0,UNKNOWN,0,1.0,0.0,1.0,0,0,0,0,1,0.0,1,0.0,448075.0
10645177,APARTMENT,2,Flanders,2,Antwerp,2,Antwerp,2930,4,3.0,175.0,GOOD,3,2.0,2.0,3.0,1,0,0,0,1,14000.0,1,18.0,625000.0
10645189,HOUSE,1,Flanders,2,West Flanders,6,Oostend,8480,4,4.0,431.0,AS_NEW,1,2.0,0.0,2.0,0,0,0,0,1,0.0,1,0.0,445000.0
10645216,APARTMENT,2,Flanders,2,East Flanders,3,Gent,9820,4,2.0,125.0,AS_NEW,1,1.0,0.0,1.0,0,0,0,0,0,0.0,0,0.0,395000.0
10645219,APARTMENT,2,Flanders,2,East Flanders,3,Sint-Niklaas,9100,3,3.0,135.0,TO_BE_DONE_UP,4,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,345000.0
10645259,APARTMENT,2,Flanders,2,Limburg,5,Hasselt,3690,4,2.0,101.0,UNKNOWN,0,1.0,0.0,1.0,1,0,0,0,1,0.0,1,18.0,274000.0
10645274,APARTMENT,2,Flanders,2,Flemish Brabant,4,Leuven,3010,2,1.0,65.0,AS_NEW,1,1.0,0.0,1.0,1,0,0,0,0,0.0,1,4.0,345000.0
10645272,APARTMENT,2,Wallonie,3,Luxembourg,9,Marche-en-Famenne,6940,4,2.0,80.0,UNKNOWN,0,1.0,0.0,1.0,0,0,0,0,0,0.0,0,0.0,99000.0
10645293,APARTMENT,2,Flanders,2,Limburg,5,Hasselt,3500,3,3.0,191.0,GOOD,3,1.0,0.0,2.0,1,0,0,0,0,0.0,0,0.0,1295000.0
10645251,APARTMENT,2,Flanders,2,Antwerp,2,Antwerp,2018,2,4.0,175.0,UNKNOWN,0,2.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,385000.0
10645282,APARTMENT,2,Flanders,2,Antwerp,2,Antwerp,2000,1,1.0,60.0,UNKNOWN,0,1.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,299000.0
10645306,APARTMENT,2,Flanders,2,East Flanders,3,Dendermonde,9200,3,2.0,90.0,UNKNOWN,0,1.0,0.0,1.0,1,0,0,0,0,0.0,0,0.0,195000.0
10645314,APARTMENT,2,Brussels,1,Brussels,1,Brussels,1180,4,2.0,75.0,UNKNOWN,0,1.0,0.0,0.0,1,0,0,0,1,0.0,1,10.0,230000.0
10645302,APARTMENT,2,Flanders,2,Antwerp,2,Antwerp,2100,3,3.0,85.0,UNKNOWN,0,1.0,0.0,1.0,0,0,0,0,0,0.0,1,4.0,259900.0
10645324,APARTMENT,2,Flanders,2,East Flanders,3,Gent,9860,4,3.0,122.0,UNKNOWN,0,2.0,0.0,1.0,1,0,0,0,0,0.0,1,10.0,449000.0
10645335,APARTMENT,2,Flanders,2,West Flanders,6,Kortrijk,8930,4,7.0,234.0,AS_NEW,1,2.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,210000.0
10645331,APARTMENT,2,Flanders,2,Antwerp,2,Antwerp,2170,4,2.0,81.0,UNKNOWN,0,1.0,0.0,0.0,1,0,0,0,0,0.0,1,2.0,184000.0
10645332,APARTMENT,2,Flanders,2,Antwerp,2,Antwerp,2020,2,2.0,60.0,JUST_RENOVATED,2,1.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,199000.0
10645357,APARTMENT,2,Flanders,2,West Flanders,6,Oostend,8420,4,3.0,130.0,AS_NEW,1,2.0,0.0,0.0,0,0,0,0,1,0.0,1,0.0,574500.0
10645370,APARTMENT,2,Flanders,2,Flemish Brabant,4,Leuven,3060,2,1.0,135.0,UNKNOWN,0,1.0,0.0,1.0,0,0,0,0,1,0.0,0,0.0,305000.0
10645369,APARTMENT,2,Flanders,2,Flemish Brabant,4,Leuven,3210,4,3.0,115.0,AS_NEW,1,1.0,0.0,2.0,1,0,0,0,0,0.0,1,10.0,399000.0
10645373,APARTMENT,2,Flanders,2,Flemish Brabant,4,Leuven,3010,2,1.0,76.0,UNKNOWN,0,1.0,0.0,1.0,0,0,0,0,1,200.0,1,24.0,315000.0
10514290,HOUSE,1,Wallonie,3,Hainaut,7,Charleroi,6200,3,1.0,45.0,GOOD,3,1.0,1.0,1.0,0,0,0,0,0,0.0,1,13.0,79000.0
10645387,APARTMENT,2,Flanders,2,East Flanders,3,Sint-Niklaas,9100,3,2.0,124.0,AS_NEW,1,1.0,0.0,0.0,1,0,0,0,1,0.0,1,0.0,365000.0
10645386,APARTMENT,2,Flanders,2,East Flanders,3,Eeklo,9900,3,3.0,138.0,TO_BE_DONE_UP,4,3.0,0.0,0.0,0,0,0,0,1,0.0,1,25.0,290000.0
10645388,APARTMENT,2,Flanders,2,East Flanders,3,Sint-Niklaas,9100,3,2.0,75.0,AS_NEW,1,1.0,0.0,1.0,0,0,0,0,1,0.0,0,0.0,189000.0
10645381,APARTMENT,2,Brussels,1,Brussels,1,Brussels,1050,2,4.0,140.0,JUST_RENOVATED,2,1.0,1.0,2.0,0,0,0,0,0,0.0,1,12.0,825000.0
10645399,APARTMENT,2,Flanders,2,Limburg,5,Hasselt,3500,3,3.0,180.0,TO_RENOVATE,5,2.0,0.0,1.0,1,0,0,0,1,0.0,1,24.0,399000.0
10645389,APARTMENT,2,Flanders,2,Antwerp,2,Antwerp,2930,4,2.0,106.0,AS_NEW,1,1.0,0.0,1.0,1,0,0,0,1,0.0,1,48.0,398000.0
10645415,APARTMENT,2,Flanders,2,Antwerp,2,Turnhout,2440,4,1.0,70.0,TO_BE_DONE_UP,4,1.0,0.0,1.0,1,0,0,0,0,0.0,0,0.0,149000.0
10645410,APARTMENT,2,Flanders,2,West Flanders,6,Oostend,8400,3,1.0,50.0,UNKNOWN,0,1.0,0.0,1.0,1,0,0,0,0,0.0,1,0.0,159000.0
