ID,type,region,province,district,postalCode,localityType,bedroomCount,netHabitableSurface,condition,epcScore,bathroomCount,showerRoomCount,toiletCount,hasLift,fireplaceExists,hasSwimmingPool,hasAirConditioning,hasGarden,hasTerrace,gardenSurface,terraceSurface,land,price
10616949,APARTMENT,Flanders,East Flanders,Dendermonde,9200,3,2.0,69.0,GOOD,C,1.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,199000.0
10616967,APARTMENT,Flanders,Antwerp,Antwerp,2180,4,2.0,92.0,TO_BE_DONE_UP,C,9.0,0.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,185000.0
10617013,APARTMENT,Flanders,East Flanders,Gent,9000,1,2.0,167.0,UNKNOWN,UNKNOWN,2.0,0.0,2.0,1,0,0,0,1,1,0.0,20.0,0.0,759000.0
10617020,APARTMENT,Flanders,Antwerp,Mechelen,2800,3,2.0,103.0,AS_NEW,B,1.0,0.0,0.0,1,0,0,0,1,1,0.0,0.0,0.0,339000.0
10617017,APARTMENT,Flanders,West Flanders,Roeselare,8800,3,2.0,120.0,JUST_RENOVATED,A,1.0,1.0,1.0,1,0,0,0,0,1,0.0,10.0,0.0,425000.0
10617014,APARTMENT,Flanders,East Flanders,Gent,9000,1,1.0,78.0,UNKNOWN,UNKNOWN,1.0,0.0,2.0,1,0,0,0,1,1,0.0,27.0,0.0,364500.0
10617025,APARTMENT,Flanders,Limburg,Hasselt,3520,4,1.0,95.0,AS_NEW,D,1.0,0.0,1.0,0,0,0,0,1,1,0.0,34.0,0.0,197500.0
10485969,APARTMENT,Flanders,West Flanders,Veurne,8620,4,2.0,135.0,UNKNOWN,B,1.0,0.0,1.0,1,0,0,0,1,1,0.0,0.0,0.0,699000.0
10617076,APARTMENT,Flanders,Antwerp,Antwerp,2530,4,2.0,120.0,GOOD,A,1.0,0.0,0.0,1,0,0,0,0,1,0.0,21.0,0.0,480000.0
10617046,APARTMENT,Flanders,West Flanders,Oostend,8420,4,3.0,134.0,AS_NEW,B,0.0,0.0,2.0,1,0,0,0,0,1,0.0,0.0,0.0,1140000.0
10617080,APARTMENT,Flanders,West Flanders,Oostend,8400,3,2.0,80.0,UNKNOWN,B,1.0,0.0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,249000.0
10617086,APARTMENT,Brussels,Brussels,Brussels,1180,4,3.0,200.0,UNKNOWN,UNKNOWN,2.0,0.0,2.0,1,1,0,0,0,1,0.0,73.0,0.0,1590000.0
10617087,APARTMENT,Brussels,Brussels,Brussels,1180,4,3.0,300.0,UNKNOWN,UNKNOWN,2.0,0.0,4.0,1,1,1,0,1,1,860.0,56.0,0.0,2350000.0
10617085,APARTMENT,Brussels,Brussels,Brussels,1180,4,3.0,196.0,UNKNOWN,UNKNOWN,2.0,0.0,3.0,1,1,0,0,1,1,40.0,65.0,0.0,1490000.0
10617158,APARTMENT,Flanders,Antwerp,Antwerp,2170,4,2.0,87.0,TO_RENOVATE,B,1.0,0.0,0.0,1,0,0,0,0,1,0.0,6.0,0.0,195000.0
10355016,APARTMENT,Brussels,Brussels,Brussels,1180,4,2.0,100.0,GOOD,F,1.0,0.0,1.0,1,0,0,0,0,1,0.0,9.0,0.0,330000.0
10617169,APARTMENT,Wallonie,Liège,Liège,4681,4,2.0,112.0,UNKNOWN,B,1.0,0.0,1.0,0,0,0,0,0,1,0.0,12.0,0.0,335000.0
10617224,APARTMENT,Wallonie,Liège,Liège,4000,1,2.0,100.0,AS_NEW,B,1.0,1.0,1.0,1,0,0,0,0,1,0.0,6.0,0.0,229000.0
10617170,APARTMENT,Brussels,Brussels,Brussels,1082,2,1.0,45.0,UNKNOWN,UNKNOWN,0.0,1.0,1.0,0,0,0,0,0,1,0.0,20.0,0.0,159000.0
10617185,APARTMENT,Brussels,Brussels,Brussels,1060,2,2.0,95.0,TO_BE_DONE_UP,F,1.0,0.0,1.0,0,0,0,0,0,1,0.0,6.0,0.0,310000.0
10617222,APARTMENT,Brussels,Brussels,Brussels,1000,1,2.0,117.0,AS_NEW,C,2.0,0.0,1.0,1,0,0,0,0,1,0.0,5.0,0.0,399000.0
10617204,HOUSE,Flanders,Antwerp,Antwerp,2850,4,4.0,180.0,AS_NEW,C,1.0,0.0,0.0,0,0,0,0,0,1,0.0,0.0,78.0,225000.0
