ID,type,subtype,region,province,district,locality,localityType,postalCode,address,latitude,longitude,condition,constructionYear,price,pricePerMeter,bedroomCount,netHabitableSurface,floor,floorCount,hasLift,facadeCount,hasGarden,gardenSurface,hasTerrace,terraceSurface,land,kitchen,bathroomCount,showerRoomCount,toiletCount,fireplaceExists,hasSwimmingPool,hasAirConditioning,parkingCountIndoor,parkingCountOutdoor,parkingCountClosedBox,primaryEnergyConsumptionPerSqm,epcScore,hasDoubleGlazing,saleType
10498664,HOUSE,HOUSE,Flanders,Antwerp,Turnhout,Turnhout,3,2300,Kapelweg 124,51.2883034,4.9467632,AS_NEW,1994.0,449000.0,1935.0,4.0,232.0,,,,4.0,,,True,,1186.0,HYPER_EQUIPPED,1.0,0.0,2.0,False,,,1.0,1.0,,174.0,B,True,
10498662,APARTMENT,APARTMENT,Flanders,Antwerp,Turnhout,Turnhout,3,2300,Renier Sniedersstraat 24,51.3235179,4.9419216,GOOD,1981.0,219000.0,2190.0,2.0,100.0,3.0,,True,2.0,,,True,70.0,,HYPER_EQUIPPED,1.0,0.0,1.0,False,,,,,,206.0,C,True,
10629758,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,Knokke-Heist,3,8300,,,,AS_NEW,1989.0,1350000.0,8710.0,3.0,155.0,1.0,,True,,,,,,,,2.0,2.0,3.0,False,False,,,,,226.0,C,,
10629775,APARTMENT,APARTMENT,Flanders,East Flanders,Aalst,Aalst,3,9300,Ouden Dendermondse Steenweg 144,50.9519719,4.0483231,GOOD,2018.0,270000.0,3293.0,3.0,82.0,0.0,,True,,,,True,,,HYPER_EQUIPPED,1.0,0.0,1.0,False,,,1.0,1.0,,104.0,B,True,
10629757,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,Knokke-Heist,3,8300,Van Bunnenplein 10,51.3527251,3.290141,AS_NEW,1989.0,1850000.0,9158.0,3.0,202.0,0.0,2.0,True,3.0,,,,,,,2.0,1.0,4.0,False,False,,,,,184.0,B,True,
10498682,HOUSE,HOUSE,Brussels,Brussels,Brussels,Saint-Josse-ten-Noode,4,1210,Rue Saxe-Cobourg 26,50.8508524,4.3720729,GOOD,1878.0,460000.0,1438.0,4.0,320.0,,,False,2.0,,,True,10.0,80.0,NOT_INSTALLED,4.0,4.0,4.0,False,False,,,,,,,True,
10629800,APARTMENT,DUPLEX,Flanders,Antwerp,Antwerp,Merksem,4,2170,Van Praetlei 39,51.2499704,4.456697,GOOD,1966.0,299000.0,2076.0,2.0,144.0,0.0,,,2.0,True,130.0,True,10.0,,,2.0,0.0,2.0,True,,,,,,207.0,C,,
10629760,APARTMENT,APARTMENT,Flanders,East Flanders,Dendermonde,Wichelen Schellebelle,4,9260,Hekkergemstraat 48,51.0113283,3.9298676,GOOD,1930.0,149000.0,2014.0,1.0,74.0,0.0,2.0,False,2.0,,,True,,,INSTALLED,1.0,0.0,1.0,False,False,,1.0,1.0,,329.0,D,True,
10629812,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,Antwerp,2,2060,Viaduct-Dam 23,51.2329242,4.4236709,GOOD,2016.0,435000.0,3372.0,4.0,129.0,4.0,4.0,,2.0,,,,,,USA_INSTALLED,2.0,0.0,2.0,True,,,4.0,,,167.0,B,True,
10629801,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,Edegem,4,2650,Hovestraat 67,51.1556079,4.4502416,GOOD,,272000.0,2015.0,2.0,135.0,2.0,2.0,,3.0,,,True,10.0,,SEMI_EQUIPPED,1.0,0.0,2.0,True,,,,,,640.0,F,,
10629822,APARTMENT,APARTMENT,Flanders,East Flanders,Aalst,Geraardsbergen,3,9500,Astridlaan 54,50.773461,3.8691694,GOOD,1997.0,275000.0,1809.0,3.0,152.0,0.0,3.0,,3.0,,,True,27.0,,INSTALLED,1.0,1.0,1.0,True,,,5.0,6.0,,300.0,C,,
10629802,APARTMENT,DUPLEX,Flanders,Antwerp,Antwerp,Merksem,4,2170,Laaglandlaan 74,51.2538481,4.4471212,GOOD,1991.0,269000.0,2069.0,3.0,130.0,1.0,,,2.0,True,95.0,,,,,1.0,0.0,1.0,True,,,1.0,,,180.0,B,True,
10629825,APARTMENT,DUPLEX,Flanders,East Flanders,Eeklo,Zelzate,2,9060,Tuinwijkstraat 9a,51.1939336,3.7980295,GOOD,2008.0,199000.0,2427.0,2.0,82.0,2.0,3.0,False,2.0,,,True,4.0,,INSTALLED,1.0,0.0,1.0,False,False,,1.0,1.0,,131.0,B,True,
10498764,APARTMENT,APARTMENT,Brussels,Brussels,Brussels,Bruxelles,2,1020,Rue Leopold I 159,50.8774587,4.3456135,TO_BE_DONE_UP,,149000.0,3725.0,1.0,40.0,0.0,2.0,,2.0,,,,,,USA_SEMI_EQUIPPED,1.0,0.0,1.0,False,,,,,,989.0,G,True,
10629836,APARTMENT,APARTMENT,Flanders,East Flanders,Gent,Gent,1,9000,,51.0595567,3.7381908,AS_NEW,2023.0,554500.0,,3.0,,1.0,5.0,True,,,,True,16.0,,HYPER_EQUIPPED,2.0,0.0,2.0,False,False,,1.0,1.0,,,,True,
10629850,APARTMENT,GROUND_FLOOR,Flanders,Antwerp,Turnhout,Oud-Turnhout,4,2360,Steenweg op Ravels 104,51.3390495,4.9695353,,2007.0,299000.0,3147.0,2.0,95.0,0.0,,True,3.0,True,75.0,True,18.0,,INSTALLED,1.0,1.0,1.0,False,,,1.0,1.0,,260.0,C,True,
10629837,APARTMENT,APARTMENT,Flanders,East Flanders,Sint-Niklaas,Lokeren,4,9160,Zelebaan 97,51.0897543,4.0189461,AS_NEW,2018.0,174000.0,,1.0,,1.0,3.0,True,4.0,,,True,,,NOT_INSTALLED,1.0,0.0,1.0,False,False,,,1.0,,,,True,
10629838,APARTMENT,SERVICE_FLAT,Flanders,East Flanders,Gent,Gent,1,9000,Sint-Michielsstraat 13A,51.0539067,3.7178208,AS_NEW,2017.0,365000.0,,2.0,,1.0,5.0,True,2.0,,,True,12.0,,HYPER_EQUIPPED,1.0,0.0,1.0,False,False,,,,,77.22,A,True,
10629912,HOUSE,VILLA,Wallonie,Hainaut,Tournai,Brunehaut,4,7620,,,,GOOD,,250000.0,1786.0,3.0,140.0,,,False,4.0,True,500.0,True,85.0,1200.0,INSTALLED,1.0,0.0,,False,False,,,,,337.0,D,True,
10629901,APARTMENT,APARTMENT,Wallonie,Hainaut,Tournai,Tournai,3,7500,,,,GOOD,,200000.0,2299.0,2.0,87.0,0.0,,False,2.0,,,True,,,INSTALLED,1.0,0.0,1.0,False,False,,,,,216.0,C,True,
10629908,APARTMENT,APARTMENT,Wallonie,Hainaut,Tournai,Tournai,3,7500,,,,GOOD,,290000.0,2762.0,2.0,105.0,0.0,,,2.0,,,True,8.0,,INSTALLED,1.0,0.0,2.0,False,False,,,,,283.0,D,True,
10629855,APARTMENT,APARTMENT,Brussels,Brussels,Brussels,Koekelberg,2,1081,Boogschuttersstraat 41,50.866228,4.3295131,TO_BE_DONE_UP,,995000.0,2095.0,5.0,475.0,0.0,,,2.0,,,True,31.0,,,3.0,0.0,3.0,False,,,5.0,,,,,True,
10629916,APARTMENT,APARTMENT,Wallonie,Hainaut,Tournai,Tournai,3,7500,,,,AS_NEW,,339000.0,1994.0,3.0,170.0,0.0,,True,,,,,,,INSTALLED,2.0,0.0,2.0,False,False,,,,,303.0,D,,
10629932,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,Antwerp,1,2000,"Entrepotkaai 2,7.3",51.2292228,4.4114419,AS_NEW,2021.0,848000.0,9118.0,2.0,93.0,7.0,9.0,True,4.0,,,True,,,HYPER_EQUIPPED,1.0,0.0,1.0,False,,,1.0,1.0,,43.0,A,True,
